landslide,slope,aspect,elevation,curvature,twi,rainfall,ndvi,soil_type,lithology,lulc,dist_roads,dist_streams,dist_faults
1,36.36,169.05,1521.0,0.749,5.295,1964.2,0.955,Cambisols,Schist,Forest,389.37,853.57,1577.54
1,43.4,211.05,1114.0,0.965,5.78,1492.1,0.945,Regosols,Phyllite,Scrub,32.36,94.06,3665.21
0,48.34,148.06,4295.0,1.649,3.164,1102.0,-0.367,Cambisols,Gneiss,Snow,9376.2,2282.6,6906.9
0,12.93,186.32,4384.0,1.126,4.072,988.1,-0.019,Leptosols,Granite,Barren,8788.03,1731.53,13270.28
0,12.62,251.79,788.0,-0.69,7.457,1982.4,0.199,Cambisols,Sandstone,Builtup,1103.36,36.34,931.88
0,25.5,335.66,2067.0,-0.451,5.313,1939.8,0.472,Luvisols,Phyllite,Forest,1372.02,263.39,4528.66
0,11.24,272.83,1629.0,0.011,6.332,1964.2,0.174,Cambisols,Schist,Agriculture,262.19,2268.23,3318.54
1,30.61,195.8,1638.0,-2.982,6.04,2345.3,0.661,Cambisols,Sandstone,Agriculture,65.49,68.95,186.09
1,39.16,259.22,1318.0,-1.316,6.535,1763.3,0.567,Luvisols,Limestone,Scrub,2702.43,156.03,2728.92
1,39.1,211.88,1686.0,-1.824,5.57,1761.1,0.735,Leptosols,Shale,Forest,95.27,148.57,5048.49
1,32.8,101.97,2108.0,-5.887,9.863,1743.9,0.838,Cambisols,Limestone,Forest,2373.8,2.13,5044.83
1,20.76,263.3,1118.0,1.319,5.205,2433.2,0.744,Luvisols,Sandstone,Agriculture,243.94,69.48,3429.54
0,16.18,115.6,3353.0,-1.599,8.078,1031.6,-0.067,Leptosols,Gneiss,Barren,22524.06,94.43,16930.27
0,3.64,189.61,352.0,0.736,8.972,1432.6,0.269,Fluvisols,Alluvium,Agriculture,165.87,80.22,18292.02
1,33.26,133.77,1299.0,0.007,3.831,1939.8,0.23,Cambisols,Granite,Agriculture,450.36,1591.84,1259.62
0,19.47,212.95,1315.0,-1.673,8.373,1979.2,0.412,Leptosols,Limestone,Barren,116.02,39.21,5275.78
0,29.15,166.1,923.0,-0.566,5.519,1982.4,0.931,Luvisols,Sandstone,Scrub,726.17,94.41,1552.66
0,0.49,-1.0,303.0,-0.451,8.5,1299.0,0.639,Fluvisols,Alluvium,Agriculture,238.09,730.63,4321.05
0,46.42,263.87,2665.0,2.906,4.385,1477.7,0.792,Cambisols,Phyllite,Forest,3277.65,195.1,587.17
0,20.63,68.1,2589.0,-0.54,6.016,1954.2,0.887,Regosols,Quartzite,Forest,965.98,547.47,2028.93
0,27.31,199.05,1051.0,-2.506,6.525,1812.7,1.0,Luvisols,Phyllite,Forest,2188.63,303.84,951.61
1,30.44,357.29,1520.0,-1.971,6.72,2075.6,0.068,Regosols,Shale,Barren,671.24,164.87,256.36
1,32.41,194.03,1635.0,-3.2,7.33,1964.2,0.753,Cambisols,Shale,Agriculture,319.51,37.84,260.27
0,33.12,92.73,1167.0,-1.603,6.768,1680.2,0.871,Luvisols,Shale,Forest,143.92,891.39,307.09
0,13.74,61.6,263.0,-1.542,5.795,1879.0,0.332,Fluvisols,Alluvium,Agriculture,114.54,90.11,9143.83
0,57.35,284.74,1400.0,-1.055,5.239,2279.6,0.889,Cambisols,Granite,Forest,662.94,557.4,1805.2
0,27.56,68.75,2581.0,0.473,5.414,2288.3,0.609,Cambisols,Granite,Forest,567.95,191.12,211.85
0,39.13,36.25,2166.0,1.568,5.262,1514.4,0.19,Leptosols,Schist,Barren,4629.25,832.09,3710.42
0,3.17,190.7,490.0,0.407,8.74,1618.8,0.597,Fluvisols,Sandstone,Agriculture,140.48,476.79,4745.37
1,31.66,154.75,1709.0,-0.221,4.853,2201.8,0.42,Leptosols,Granite,Agriculture,76.91,604.76,3336.32
1,20.72,110.97,722.0,-1.586,5.085,2201.8,0.698,Cambisols,Phyllite,Forest,139.68,1263.37,4298.38
1,36.26,73.49,1370.0,-0.807,5.64,2108.2,0.791,Regosols,Limestone,Grassland,510.16,353.45,1682.97
0,17.96,252.87,1030.0,0.46,5.662,1845.5,0.741,Cambisols,Sandstone,Forest,2056.88,366.48,266.21
1,32.58,71.1,2231.0,2.225,1.842,1801.2,0.662,Leptosols,Phyllite,Forest,37.15,1396.12,4907.74
1,33.13,123.21,1962.0,0.383,5.944,2200.5,0.305,Cambisols,Limestone,Agriculture,519.34,427.22,1478.23
0,19.72,102.87,3790.0,3.972,4.794,1177.5,-0.369,Leptosols,Gneiss,Barren,590.81,2286.62,1103.89
0,35.4,42.41,4798.0,-1.688,4.849,1031.6,-0.269,Regosols,Granite,Barren,2528.16,325.18,1034.71
0,26.22,217.04,1472.0,1.187,5.761,1777.2,0.63,Cambisols,Shale,Forest,2928.06,613.62,1822.09
0,38.13,168.96,3564.0,3.03,3.344,1782.4,0.452,Leptosols,Gneiss,Grassland,3652.62,481.95,7052.62
0,45.69,335.29,1543.0,2.478,5.023,1492.1,0.394,Leptosols,Shale,Builtup,80.19,719.4,707.42
1,23.27,179.5,413.0,-1.622,6.408,2331.4,0.712,Luvisols,Sandstone,Scrub,5838.5,267.95,924.08
0,12.39,205.4,1890.0,0.526,5.838,1763.3,0.761,Regosols,Quartzite,Forest,465.69,282.64,1897.55
1,32.37,7.33,1519.0,-3.825,7.985,2200.5,0.545,Regosols,Granite,Agriculture,624.97,73.53,4333.83
1,31.41,182.72,2603.0,-0.555,5.652,1761.1,0.37,Regosols,Quartzite,Agriculture,159.21,168.82,975.99
0,7.02,36.14,328.0,-1.54,7.797,1651.8,0.539,Fluvisols,Alluvium,Agriculture,263.47,332.55,14512.85
1,28.5,246.71,1361.0,0.188,6.007,2201.8,0.684,Cambisols,Quartzite,Forest,4199.48,52.56,4517.33
0,19.19,348.6,3433.0,1.656,5.959,1270.7,-0.045,Regosols,Schist,Barren,231.31,260.84,1188.41
0,39.83,142.73,1985.0,2.829,3.686,1743.9,0.535,Leptosols,Schist,Agriculture,208.47,584.85,230.08
0,1.39,326.53,180.0,-0.061,9.717,1618.8,0.61,Fluvisols,Alluvium,Agriculture,261.48,500.43,22307.38
0,11.3,315.09,905.0,0.508,6.857,1845.5,0.457,Regosols,Shale,Agriculture,1474.29,351.48,4819.32
0,37.91,132.23,1601.0,3.089,2.511,1761.1,0.671,Regosols,Shale,Scrub,1842.6,1300.48,5556.9
0,21.53,300.3,1406.0,0.639,5.639,1455.6,0.862,Luvisols,Limestone,Forest,291.23,1690.57,19.62
0,24.53,114.91,991.0,-0.963,4.37,2331.4,0.36,Regosols,Shale,Agriculture,728.32,808.02,190.23
0,19.04,215.8,3425.0,-1.334,5.643,1102.0,0.045,Leptosols,Granite,Barren,8277.35,87.26,763.37
0,34.72,236.1,851.0,-1.832,6.793,1873.8,0.718,Cambisols,Shale,Forest,478.41,165.36,1419.08
0,1.15,50.69,339.0,1.023,8.605,1879.0,0.482,Fluvisols,Alluvium,Agriculture,40.2,188.81,22420.03
0,30.25,17.05,1430.0,-0.111,4.11,1921.7,0.346,Luvisols,Phyllite,Scrub,705.43,52.01,1645.91
0,28.73,207.84,5661.0,-0.316,6.992,1312.7,-0.53,Leptosols,Gneiss,Snow,3318.05,35.38,2333.32
0,39.76,111.61,676.0,1.341,4.243,1982.4,0.829,Luvisols,Sandstone,Forest,197.91,121.31,801.62
0,17.02,350.74,1614.0,1.187,6.533,1777.2,0.643,Cambisols,Limestone,Scrub,3784.21,129.13,5285.74
0,15.45,0.97,5932.0,2.819,5.709,1312.7,0.92,,Gneiss,Forest,17000.06,9.01,243.06
1,28.49,139.19,1056.0,-1.321,4.399,1939.8,0.494,Regosols,Phyllite,Agriculture,181.05,885.61,6960.89
0,42.33,210.95,1159.0,-0.081,5.154,1214.1,0.614,Cambisols,Shale,Forest,911.12,1136.41,633.13
0,37.28,300.97,445.0,-1.038,3.419,1845.5,0.588,Regosols,Sandstone,Forest,355.07,727.67,6445.16
1,33.41,13.04,913.0,-1.238,6.902,2087.3,0.548,Regosols,Sandstone,Agriculture,94.74,81.95,1234.82
0,2.01,296.44,305.0,-0.505,8.575,1879.0,0.921,Fluvisols,Alluvium,Forest,1264.57,131.09,532.19
1,34.27,157.28,2074.0,2.393,4.337,2201.8,0.633,Regosols,Limestone,Forest,205.2,148.8,926.08
0,42.13,138.9,2572.0,-5.995,7.833,1966.5,0.664,,Limestone,Grassland,3048.45,151.8,260.84
1,33.36,333.28,2729.0,-0.306,6.006,1763.3,0.561,Cambisols,Granite,Agriculture,1036.85,146.59,4267.81
1,36.5,252.65,706.0,-1.507,4.067,2301.9,0.838,Cambisols,Limestone,Forest,1345.2,257.46,2685.39
0,16.57,183.38,1688.0,-1.986,6.147,1529.6,0.767,Cambisols,Schist,Forest,424.34,147.28,612.71
1,38.58,117.5,1421.0,0.015,4.241,2151.2,0.514,Cambisols,Quartzite,Agriculture,952.17,322.22,1534.05
0,18.77,301.74,950.0,1.418,4.373,1966.5,0.43,Cambisols,Granite,Agriculture,198.92,2210.43,2205.85
0,20.86,293.71,1700.0,-1.01,6.504,1964.2,0.729,Cambisols,Quartzite,Forest,63.37,316.28,5277.65
0,1.18,188.82,514.0,0.905,6.671,1299.0,0.599,Fluvisols,Alluvium,Forest,229.28,306.23,1303.5
1,29.36,328.93,2069.0,-2.611,7.457,2279.6,0.048,,Shale,Barren,126.05,61.29,2050.27
0,21.18,174.32,2118.0,1.152,7.471,1492.1,1.0,Leptosols,Limestone,Forest,2034.45,51.5,17593.2
1,41.86,185.41,1802.0,1.777,4.613,1964.3,0.429,Cambisols,Phyllite,Agriculture,22.8,612.0,4570.41
0,1.78,344.3,335.0,1.858,8.271,1348.6,0.523,Fluvisols,Alluvium,Agriculture,6.71,281.68,2141.48
1,31.94,213.79,1884.0,-6.232,7.798,1921.7,0.908,Leptosols,Schist,Scrub,559.65,365.31,5216.03
0,19.1,283.48,4651.0,2.565,4.712,1031.6,-0.16,Leptosols,Gneiss,Snow,3.69,10.66,653.74
0,27.07,18.33,1697.0,-0.479,6.58,1964.3,0.875,Cambisols,Quartzite,Forest,1237.74,741.48,200.05
0,1.03,226.84,321.0,0.328,8.194,1879.0,0.871,Fluvisols,Sandstone,Forest,16.39,245.44,21557.58
1,41.43,161.15,1918.0,-1.605,5.47,2151.2,0.708,Leptosols,Limestone,Scrub,2706.1,9.7,807.0
1,32.99,175.55,1608.0,-3.644,7.014,2429.7,0.854,Regosols,Phyllite,Forest,281.08,57.68,6138.12
0,70.06,297.8,2747.0,6.526,1.3,1312.7,-0.212,Leptosols,Quartzite,Barren,1757.22,442.87,1373.07
1,39.02,169.7,591.0,3.922,3.447,2238.0,0.871,Regosols,Shale,Forest,73.65,45.4,1339.36
0,28.45,8.98,3265.0,-6.047,8.303,1213.9,0.015,Leptosols,Schist,Barren,25000.0,156.32,1690.39
1,31.05,159.13,1542.0,0.144,4.597,2201.8,0.684,Cambisols,Phyllite,Forest,792.26,336.84,2829.73
0,30.05,7.97,1979.0,4.719,3.917,1680.2,0.79,Regosols,Schist,Forest,200.66,528.89,3904.45
0,42.14,174.29,1505.0,-4.152,7.737,1214.1,0.786,Luvisols,Schist,Forest,1642.19,44.0,3423.4
1,51.23,196.76,1652.0,-1.406,4.5,2200.5,0.531,Regosols,Quartzite,Scrub,104.15,572.88,350.27
1,27.08,307.34,1368.0,-0.138,7.503,1939.8,0.852,Regosols,Schist,Forest,1463.01,18.71,990.3
0,39.52,262.12,1955.0,1.226,5.996,1455.6,0.946,Cambisols,Shale,Forest,226.97,59.06,627.57
1,17.91,305.45,1591.0,0.583,5.949,1966.5,0.974,Regosols,Phyllite,Scrub,420.32,478.9,849.4
0,21.54,185.32,591.0,-2.533,7.182,2195.0,0.502,Regosols,Sandstone,Builtup,884.71,804.61,125.14
0,29.46,63.5,902.0,-3.471,7.091,2108.3,0.647,Leptosols,Phyllite,Forest,1828.81,376.33,4061.71
0,66.37,356.36,3999.0,4.659,1.3,1429.8,-0.087,Leptosols,Quartzite,Barren,14233.37,1772.68,344.44
1,33.39,88.01,1877.0,-0.069,5.313,2200.5,0.816,Leptosols,Schist,Forest,88.25,255.66,3241.78
0,26.62,73.6,3446.0,1.838,3.486,1177.5,0.212,Regosols,Schist,Grassland,6350.58,295.49,2257.13
0,38.21,183.42,1637.0,-1.353,5.613,1761.1,0.703,Luvisols,Granite,Forest,3215.24,497.18,121.48
0,38.11,331.62,1088.0,2.244,3.115,1763.3,0.902,Cambisols,Schist,Forest,139.17,215.16,1536.91
1,49.96,103.36,1199.0,1.477,4.471,1845.5,0.608,Luvisols,Sandstone,Agriculture,383.05,190.03,1639.16
0,0.62,-1.0,246.0,-0.98,11.035,1691.4,0.532,Fluvisols,Alluvium,Forest,549.67,78.96,2357.02
0,33.12,134.79,1197.0,2.428,3.538,2200.5,0.57,Regosols,Quartzite,Agriculture,68.8,200.16,3095.67
0,28.09,21.78,2194.0,0.09,6.087,1801.2,0.492,Cambisols,Limestone,Agriculture,756.35,243.2,3414.93
1,31.04,297.53,935.0,-2.846,8.462,2331.4,0.956,Cambisols,Conglomerate,Scrub,3136.95,10.46,2793.18
0,26.73,74.49,3674.0,2.03,4.173,1245.1,-0.307,Leptosols,Granite,Barren,414.68,592.09,1825.12
0,47.73,319.53,4470.0,-0.684,5.967,1235.5,-0.25,Glacier,Gneiss,Snow,592.06,75.2,6660.19
0,30.1,349.26,2761.0,0.363,6.328,2200.5,0.926,Cambisols,Phyllite,Forest,2545.55,66.2,1376.64
0,6.45,90.7,494.0,1.204,6.826,1691.4,0.695,Fluvisols,Alluvium,Agriculture,77.08,1670.13,2862.52
1,26.58,296.29,2642.0,-1.027,5.532,2279.6,0.564,Leptosols,Phyllite,Scrub,274.06,582.46,278.06
0,21.18,97.1,1146.0,0.99,4.753,2433.2,0.478,Luvisols,Sandstone,Agriculture,216.74,679.75,1550.6
0,10.38,108.52,730.0,-0.511,6.196,1845.5,1.0,Regosols,Shale,Forest,2814.46,1362.94,4763.3
0,27.74,209.94,3329.0,1.268,4.023,1270.7,0.547,Regosols,Schist,Grassland,934.4,553.18,4378.69
0,48.05,143.93,1914.0,-2.213,7.042,1706.0,0.753,Cambisols,Limestone,Forest,94.86,178.42,1557.67
1,32.51,166.8,1698.0,-2.171,6.685,2201.8,0.921,Regosols,Limestone,Forest,1485.2,519.44,1941.79
0,14.45,221.97,1393.0,-0.123,5.175,1529.6,0.595,Cambisols,Quartzite,Forest,2036.03,358.42,6088.8
1,27.46,313.11,1651.0,-1.023,5.987,2075.6,0.534,Cambisols,Shale,Agriculture,263.43,28.89,2287.61
0,56.16,97.73,1925.0,2.191,4.171,1492.1,0.094,Luvisols,Schist,Agriculture,225.69,1766.93,4658.4
0,17.21,259.31,924.0,2.378,5.812,2331.4,0.741,Cambisols,Conglomerate,Agriculture,1108.04,298.22,2353.68
0,16.79,148.44,3465.0,-1.849,7.557,988.1,0.788,Regosols,Gneiss,Forest,3571.45,240.21,7752.7
0,45.94,112.91,1851.0,4.298,3.451,2429.7,0.662,Cambisols,Phyllite,Forest,1629.0,357.97,6299.63
0,27.13,253.65,2865.0,0.739,5.795,1245.1,0.481,Regosols,Gneiss,Grassland,14996.63,599.67,1031.33
1,31.51,348.01,2063.0,2.267,6.146,1352.4,0.153,Cambisols,Schist,Agriculture,752.09,411.74,6711.13
0,62.59,207.01,681.0,3.006,2.513,1801.2,0.895,Cambisols,Quartzite,Forest,905.18,207.91,939.36
1,33.61,292.59,1300.0,-0.435,6.039,2429.7,0.951,Leptosols,Shale,Forest,91.72,27.88,8408.5
1,39.45,221.89,2718.0,-4.313,7.557,2075.6,0.383,Leptosols,Phyllite,Agriculture,131.11,66.21,2249.57
0,35.6,88.0,2483.0,3.03,3.557,1177.5,0.313,Leptosols,Schist,Barren,7255.64,4137.32,2774.42
0,7.35,54.0,350.0,-0.232,6.299,2000.6,0.525,Regosols,Sandstone,Forest,875.59,1833.53,1395.57
1,27.12,331.99,1585.0,-2.198,6.194,2108.3,0.35,Cambisols,Quartzite,Agriculture,614.33,199.64,965.87
1,27.58,320.14,1849.0,1.13,4.232,1812.7,0.569,Cambisols,Phyllite,Agriculture,249.07,82.42,1771.24
1,29.78,242.13,1384.0,3.587,3.353,1939.8,0.866,Cambisols,Phyllite,Forest,182.94,57.94,6425.45
1,26.51,59.28,1482.0,2.303,3.824,1939.8,0.61,Cambisols,Quartzite,Scrub,120.36,261.65,3058.22
0,29.31,308.5,4842.0,0.046,5.022,1514.4,-0.364,Leptosols,Gneiss,Barren,7499.07,1171.78,5579.96
0,22.33,142.35,1930.0,-1.977,6.809,1352.4,0.882,Cambisols,Schist,Forest,621.82,61.14,636.2
0,21.43,218.98,1692.0,-0.312,8.196,2151.2,0.899,Cambisols,Schist,Forest,510.01,105.11,741.03
1,24.32,159.41,1561.0,-0.19,6.229,2151.2,1.0,Cambisols,Limestone,Forest,875.4,473.54,11976.83
0,21.39,331.9,877.0,-0.216,5.125,1777.2,0.431,Cambisols,Shale,Agriculture,315.95,1238.85,1608.6
0,34.91,235.87,1890.0,-1.46,5.976,1455.6,0.529,Cambisols,Quartzite,Scrub,19.51,435.23,1240.54
0,25.02,65.64,819.0,0.805,7.847,1502.9,0.432,Luvisols,Phyllite,Agriculture,306.8,1608.92,2753.48
1,50.65,233.5,1393.0,-2.446,4.627,2288.3,0.431,Regosols,Limestone,Agriculture,60.43,602.0,1043.47
0,41.97,51.34,930.0,-0.132,6.512,1939.8,0.557,Leptosols,Schist,Agriculture,426.94,565.05,2482.4
0,21.12,347.11,2188.0,-3.555,7.983,2279.6,0.784,Cambisols,Shale,Forest,859.46,271.34,2204.53
1,38.33,310.83,1885.0,-1.673,8.469,2108.2,0.582,Luvisols,Shale,Forest,348.17,145.8,7964.52
0,19.05,55.54,2868.0,-1.187,5.356,1964.3,0.698,Leptosols,Limestone,Scrub,253.13,328.32,5135.81
1,32.98,208.97,1465.0,-2.667,6.278,1477.7,0.262,Regosols,Phyllite,Builtup,1913.87,278.62,252.44
1,40.71,158.49,1738.0,-2.789,4.722,1966.5,0.947,Leptosols,Limestone,Forest,324.45,1558.58,4792.48
1,42.67,190.26,2640.0,0.992,3.313,2288.3,0.63,Cambisols,Limestone,Forest,39.59,330.84,2474.22
0,20.57,150.18,1971.0,0.924,6.363,1502.9,0.444,,Phyllite,Agriculture,70.43,110.6,18.78
0,39.71,207.12,1872.0,2.39,3.691,1706.0,0.786,Cambisols,Quartzite,Forest,508.17,1742.15,823.68
0,21.61,214.47,2558.0,-0.664,6.225,2151.2,0.313,Regosols,Quartzite,Agriculture,218.61,92.82,108.51
0,5.76,1.41,433.0,-0.373,6.941,1348.6,0.78,Cambisols,Alluvium,Agriculture,36.43,1034.14,40000.0
0,20.1,175.02,1584.0,3.491,4.918,1812.7,0.533,Cambisols,Quartzite,Forest,582.03,94.04,5063.39
0,24.97,215.21,941.0,0.89,4.799,2433.2,0.887,Luvisols,Sandstone,Forest,873.62,943.58,4223.19
0,39.98,107.91,3622.0,2.794,3.017,1459.2,0.052,Leptosols,Gneiss,Barren,2005.48,2432.9,7159.78
0,2.79,298.68,333.0,-0.107,7.942,1879.0,0.487,Cambisols,Alluvium,Agriculture,317.6,72.51,3295.54
0,4.06,258.64,498.0,-0.673,7.647,1691.4,0.909,Cambisols,Alluvium,Forest,358.24,29.86,5761.69
0,28.22,198.93,1857.0,0.423,6.427,1979.2,0.83,Regosols,Granite,Forest,994.83,335.61,7585.64
1,35.92,245.87,1305.0,-4.605,7.4,1812.7,0.746,Cambisols,Shale,Agriculture,243.28,161.2,2232.38
0,22.5,243.09,2016.0,-0.743,7.437,2301.9,0.748,Cambisols,Shale,Forest,476.68,957.59,773.97
1,16.83,136.24,1530.0,1.451,5.406,1763.3,0.471,Regosols,Shale,Scrub,4964.27,1345.62,3696.9
1,24.36,286.84,873.0,-0.806,8.125,2087.3,0.903,,Shale,Forest,714.24,10.27,817.69
0,20.71,251.88,1349.0,3.01,3.602,1743.9,0.703,Leptosols,Limestone,Forest,541.23,410.36,139.34
0,29.35,95.52,1374.0,0.251,6.103,2301.9,0.741,Regosols,Phyllite,Forest,1664.64,122.01,20082.35
1,37.83,250.17,1650.0,-0.045,5.645,1801.2,0.841,Cambisols,Granite,Scrub,90.63,241.73,3936.28
0,39.81,76.62,1791.0,0.457,5.452,1743.9,0.122,Cambisols,Phyllite,Barren,6.04,97.06,17072.23
1,20.78,125.65,1235.0,0.621,4.335,1809.4,0.879,Regosols,Shale,Forest,438.13,483.47,7036.83
0,29.43,154.32,4966.0,0.994,5.053,1270.7,0.442,Glacier,Schist,Forest,2973.93,483.89,4245.8
1,42.35,91.3,1702.0,-2.493,7.299,2075.6,0.594,Cambisols,Phyllite,Agriculture,503.49,26.54,1914.37
0,41.79,164.69,2563.0,1.474,3.071,1529.6,0.664,Regosols,Quartzite,Forest,187.95,1251.61,13766.38
0,31.28,272.58,1797.0,1.334,2.905,1743.9,0.791,Regosols,Shale,Forest,1450.26,182.49,1884.52
0,50.12,197.55,1912.0,0.448,3.209,1502.9,0.557,,Granite,Agriculture,32.66,469.75,158.36
0,17.26,255.97,1685.0,-0.266,5.302,1492.1,0.778,Regosols,Granite,Forest,463.79,659.35,330.22
0,0.99,-1.0,514.0,0.223,8.166,1691.4,0.7,Fluvisols,Alluvium,Agriculture,128.08,1099.59,14763.84
0,11.43,182.77,1540.0,-0.368,6.698,1352.4,0.998,Cambisols,Granite,Forest,2601.81,251.87,109.8
0,67.24,300.58,1623.0,-0.864,4.453,1743.9,0.78,Cambisols,Schist,Forest,1597.68,27.26,6101.27
0,30.01,85.81,1368.0,0.717,3.08,2108.3,0.788,Cambisols,Shale,Forest,726.95,414.62,2573.68
0,34.62,175.25,3919.0,3.919,3.928,1102.0,-0.354,Regosols,Granite,Barren,3849.86,591.6,226.43
1,24.92,13.91,1732.0,-1.781,6.134,1979.2,0.757,Leptosols,Quartzite,Scrub,80.15,221.98,3006.86
0,34.8,10.43,1810.0,-1.441,6.042,1761.1,0.119,Regosols,Limestone,Builtup,97.47,949.05,4609.2
0,10.49,156.9,2070.0,-0.725,8.884,2288.3,0.905,Regosols,Limestone,Forest,1066.73,3.77,926.16
0,2.87,224.13,462.0,-1.14,9.729,1691.4,0.297,Fluvisols,Alluvium,Builtup,65.68,1719.89,469.72
1,31.36,152.81,2042.0,-5.839,6.572,2108.2,0.671,Cambisols,Schist,Forest,648.58,92.88,709.55
0,13.02,112.16,1250.0,-3.35,7.768,2108.2,0.614,Leptosols,Shale,Agriculture,29.07,351.85,1169.61
0,17.36,123.9,1698.0,-3.296,8.8,1706.0,0.343,Cambisols,Limestone,Agriculture,935.49,49.67,2905.3
0,46.11,9.43,1960.0,-2.0,5.759,1964.3,0.692,Leptosols,Phyllite,Forest,607.66,165.65,3139.09
0,22.88,266.8,1091.0,1.07,4.584,1982.4,0.798,Cambisols,Conglomerate,Forest,279.99,122.9,191.88
0,24.88,352.89,2295.0,0.246,8.409,1529.6,0.762,Leptosols,Shale,Scrub,823.72,7.46,1442.51
0,34.73,15.22,1941.0,-0.276,4.974,2429.7,0.901,Leptosols,Quartzite,Forest,493.9,557.16,4155.77
0,30.98,114.06,2043.0,1.058,4.519,2108.2,0.88,Regosols,Phyllite,Forest,784.1,1381.11,3733.74
1,29.02,69.77,2276.0,2.135,5.053,1964.2,0.589,Regosols,Phyllite,Agriculture,138.78,174.92,8642.26
0,28.01,77.37,1197.0,-1.527,5.038,1921.7,0.599,Cambisols,Phyllite,Builtup,484.02,779.34,1655.69
0,15.62,55.54,599.0,3.279,6.681,1982.4,0.87,Luvisols,Conglomerate,Forest,315.77,2.18,241.2
1,37.08,190.72,1068.0,1.818,2.015,1804.3,0.356,Regosols,Sandstone,Builtup,4.35,177.1,108.03
1,32.22,62.4,1969.0,2.26,3.994,2301.9,0.703,Cambisols,Quartzite,Forest,2205.61,1195.51,582.11
0,4.05,174.32,445.0,-0.401,8.697,1618.8,0.651,Cambisols,Alluvium,Agriculture,35.69,331.43,6306.3
0,17.02,43.26,2944.0,0.148,7.208,1235.5,0.332,Leptosols,Granite,Grassland,20673.14,530.43,5413.86
1,19.93,41.68,1293.0,-0.849,8.106,2200.5,0.798,Luvisols,Phyllite,Forest,839.79,141.0,13125.41
0,51.33,184.8,1708.0,-2.478,8.617,1964.2,0.865,Regosols,Schist,Scrub,153.1,1.07,2120.08
1,36.25,280.27,317.0,-3.14,6.993,2429.7,0.987,Cambisols,Shale,Scrub,239.18,256.76,467.01
0,4.29,270.13,277.0,-0.319,5.375,1299.0,0.326,Fluvisols,Sandstone,Agriculture,161.59,1580.93,533.96
0,60.44,181.69,1892.0,-1.034,4.772,1492.1,0.435,Leptosols,Limestone,Grassland,311.47,32.2,2342.48
0,43.56,95.72,4100.0,-1.701,4.266,1514.4,0.314,Glacier,Gneiss,Grassland,12358.68,161.47,334.43
1,27.4,257.42,1454.0,0.184,5.245,1352.4,0.33,Luvisols,Phyllite,Scrub,208.2,182.79,295.83
0,42.5,331.14,1991.0,0.334,5.701,1706.0,0.445,Leptosols,Limestone,Builtup,201.57,56.22,3494.55
1,39.72,157.7,1425.0,3.276,3.252,1966.5,0.121,Regosols,Phyllite,Builtup,1636.55,865.9,1433.72
0,44.37,42.95,2133.0,-0.789,4.813,1680.2,0.808,Regosols,Quartzite,Forest,3230.87,20.16,31.42
1,31.73,25.25,1730.0,-0.075,3.323,1964.2,0.637,Cambisols,Quartzite,Forest,1518.89,448.2,379.12
1,36.29,86.32,1566.0,0.823,4.371,1921.7,0.531,Regosols,Phyllite,Agriculture,31.33,170.39,4629.35
1,26.82,221.17,1057.0,-0.755,4.517,1845.5,0.86,Regosols,Sandstone,Forest,177.95,401.74,2896.36
1,34.78,257.8,1989.0,-0.726,5.431,1680.2,0.473,Cambisols,Limestone,Agriculture,524.19,125.85,4531.23
1,39.91,196.7,1931.0,3.858,1.3,1801.2,0.743,Regosols,Phyllite,Forest,215.17,1455.79,1785.21
0,26.42,347.61,2064.0,-0.697,4.689,1235.5,0.461,Leptosols,Gneiss,Grassland,5080.66,1178.96,681.29
1,30.44,76.89,4328.0,-1.172,5.954,1514.4,0.018,Leptosols,Schist,Barren,7281.81,403.65,1279.03
1,26.49,91.42,1221.0,-2.398,7.737,2433.2,0.771,Cambisols,Sandstone,Scrub,491.32,87.22,3148.32
0,28.71,343.39,2452.0,-3.375,7.877,1743.9,0.641,Cambisols,Schist,Forest,318.42,10.31,167.49
0,2.98,346.36,401.0,0.551,7.352,1333.1,0.298,Fluvisols,Alluvium,Agriculture,97.23,211.82,3832.86
1,38.65,318.23,1537.0,2.324,3.599,1964.3,-0.209,Cambisols,Shale,Barren,49.51,572.59,256.96
0,20.86,54.28,1476.0,0.075,6.77,1801.2,0.735,Luvisols,Quartzite,Scrub,2718.84,474.0,1559.89
1,40.33,281.7,1926.0,-2.271,6.512,1979.2,0.796,Cambisols,Schist,Scrub,1502.41,19.8,4491.08
0,33.2,359.26,2335.0,2.508,5.701,1763.3,0.611,Cambisols,Quartzite,Forest,2239.92,500.35,7125.97
0,33.61,240.83,2050.0,3.669,2.059,1706.0,0.625,Cambisols,Schist,Forest,201.2,393.23,1877.42
1,35.09,10.11,1278.0,-1.371,7.607,2279.6,0.826,Leptosols,Schist,Forest,2050.92,15.99,446.34
1,28.61,26.78,2643.0,-0.251,4.954,2108.2,0.571,Leptosols,Phyllite,Scrub,926.07,169.37,422.73
0,22.72,325.37,1723.0,-1.076,5.393,1964.2,0.64,Luvisols,Schist,Agriculture,400.28,470.8,1110.32
0,20.22,335.05,1306.0,-1.504,6.777,1706.0,0.899,Cambisols,Phyllite,Forest,1887.47,1265.85,4091.32
